name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,source
charlottesville,2023-11-12,12.7,2.6,7.1,12.7,0.7,6.4,0.5,64.3,0.0,0,0.0,,0.0,0.0,14.8,7.7,7.7,5.8,3.1,23.4,1030.0,1.9,16.0,107.1,9.2,5,10,2023-11-12T06:51:17,2023-11-12T17:04:25,0.98,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-13,16.0,-0.8,7.4,16.0,-0.8,7.3,0.2,63.1,0.0,0,0.0,,0.0,0.0,25.9,10.0,10.0,4.6,0.3,210.2,1026.5,0.0,15.7,120.3,10.4,5,10,2023-11-13T06:52:21,2023-11-13T17:03:37,0.0,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-14,18.6,2.8,11.3,18.6,2.8,11.2,-3.3,38.3,0.0,0,0.0,,0.0,0.0,31.7,7.0,7.0,4.5,1.1,343.9,1027.3,0.0,15.9,123.4,10.8,5,10,2023-11-14T06:53:26,2023-11-14T17:02:51,0.05,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-15,16.6,2.0,9.3,16.6,2.0,9.3,-0.9,50.9,0.0,0,0.0,,0.0,0.0,18.4,9.8,9.8,5.9,0.9,213.8,1028.8,3.7,16.0,89.8,7.8,4,10,2023-11-15T06:54:31,2023-11-15T17:02:06,0.08,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-16,22.7,3.4,12.6,22.7,3.4,12.4,-1.9,41.2,0.0,0,0.0,,0.0,0.0,13.0,10.0,10.0,5.4,2.3,269.9,1024.1,0.0,14.5,118.0,10.2,5,10,2023-11-16T06:55:36,2023-11-16T17:01:23,0.12,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-17,21.5,5.5,14.6,21.5,4.1,14.2,6.7,59.7,0.152,100,4.17,rain,0.0,0.0,41.2,13.9,13.9,9.1,6.0,196.0,1015.6,35.2,15.0,79.0,6.8,3,10,2023-11-17T06:56:41,2023-11-17T17:00:42,0.15,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,obs
charlottesville,2023-11-18,17.1,7.5,14.1,17.1,7.5,14.1,2.7,51.4,1.586,100,12.5,rain,0.0,0.0,31.7,9.8,9.8,6.4,2.9,341.8,1010.0,14.7,15.3,119.2,10.2,5,10,2023-11-18T06:57:45,2023-11-18T17:00:03,0.19,Rain,Clear conditions throughout the day with early morning rain.,obs
charlottesville,2023-11-19,17.0,-0.3,9.0,17.0,-1.9,9.0,-3.9,42.1,0.0,0,0.0,,0.0,0.0,14.8,7.5,7.5,4.1,2.0,240.8,1016.1,0.0,16.0,117.9,10.1,5,10,2023-11-19T06:58:49,2023-11-19T16:59:26,0.23,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-20,11.0,-0.2,6.0,11.0,-0.2,5.4,-1.9,57.7,0.0,0,0.0,,0.0,0.0,18.4,7.7,7.7,5.6,2.8,32.9,1025.8,14.0,16.0,79.6,6.7,3,10,2023-11-20T06:59:53,2023-11-20T16:58:51,0.25,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-21,9.1,4.9,6.5,9.1,3.1,5.4,2.8,78.3,86.596,100,70.83,rain,0.0,0.0,18.4,9.2,9.2,6.6,3.7,27.0,1021.6,100.0,7.3,5.8,0.4,0,10,2023-11-21T07:00:57,2023-11-21T16:58:17,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
charlottesville,2023-11-22,16.1,4.5,10.2,16.1,4.5,10.2,4.6,70.2,0.171,100,12.5,rain,0.0,0.0,29.7,7.9,7.9,4.1,0.9,330.5,1009.3,79.6,9.9,103.3,9.1,5,10,2023-11-22T07:02:00,2023-11-22T16:57:46,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
charlottesville,2023-11-23,16.0,5.4,9.6,16.0,4.4,9.5,-0.3,51.4,0.0,0,0.0,,0.0,0.0,14.8,7.9,7.9,4.9,2.6,256.9,1014.7,3.1,16.0,114.1,9.8,5,10,2023-11-23T07:03:03,2023-11-23T16:57:16,0.37,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-24,12.7,2.0,7.0,12.7,1.2,6.5,0.2,62.6,0.0,0,0.0,,0.0,0.0,25.9,7.1,7.1,4.5,1.0,0.4,1021.7,0.5,16.0,68.8,6.0,3,10,2023-11-24T07:04:06,2023-11-24T16:56:49,0.4,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-25,7.6,0.4,3.3,7.1,-1.3,1.8,-7.0,47.6,0.0,0,0.0,,0.0,0.0,31.7,8.5,8.5,6.5,3.6,39.7,1028.3,0.3,16.0,110.1,9.5,5,10,2023-11-25T07:05:08,2023-11-25T16:56:24,0.44,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-26,8.8,-3.0,3.1,8.8,-3.0,2.7,-3.9,61.4,0.0,0,0.0,,0.0,0.0,11.2,10.9,10.9,3.9,0.0,243.0,1018.4,38.0,16.0,62.5,5.5,3,10,2023-11-26T07:06:09,2023-11-26T16:56:00,0.48,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-11-27,11.5,0.6,6.6,11.5,-1.8,5.3,-3.9,49.4,0.0,0,0.0,,0.0,0.0,31.7,11.9,11.9,8.3,4.1,284.1,1011.1,0.7,16.0,115.0,9.8,5,10,2023-11-27T07:07:10,2023-11-27T16:55:39,0.5,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-28,6.0,-3.1,1.9,3.8,-3.8,-0.3,-11.6,37.6,0.0,0,0.0,,0.0,0.0,45.2,12.7,12.7,8.3,2.9,303.4,1017.4,9.8,16.0,93.8,8.0,5,10,2023-11-28T07:08:11,2023-11-28T16:55:20,0.54,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-29,6.6,-5.1,0.2,5.2,-7.4,-1.4,-12.6,39.3,0.0,0,0.0,,0.0,0.0,31.7,10.3,10.3,6.5,2.4,210.3,1021.2,0.4,16.0,105.6,9.1,5,10,2023-11-29T07:09:10,2023-11-29T16:55:03,0.57,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-11-30,15.5,-2.2,6.6,15.5,-6.2,5.0,-5.6,42.9,0.0,0,0.0,,0.0,0.0,27.7,12.3,12.3,8.6,4.4,213.1,1020.8,0.0,16.0,105.3,9.0,4,10,2023-11-30T07:10:09,2023-11-30T16:54:47,0.61,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-01,9.3,2.0,6.5,7.6,-0.2,4.8,1.0,68.9,3.27,100,33.33,rain,0.0,0.0,16.6,13.6,13.6,9.1,4.3,220.4,1019.1,53.5,13.3,21.0,2.0,1,10,2023-12-01T07:11:07,2023-12-01T16:54:34,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
charlottesville,2023-12-02,15.5,7.8,11.0,15.5,6.2,10.5,9.0,87.8,5.773,100,16.67,rain,0.0,0.0,14.8,10.5,10.5,5.9,0.9,220.2,1015.8,67.9,4.9,46.7,4.1,2,10,2023-12-02T07:12:04,2023-12-02T16:54:24,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
charlottesville,2023-12-03,19.2,12.2,14.9,19.2,12.2,14.9,9.2,72.3,11.423,100,37.5,rain,0.0,0.0,29.3,12.6,12.6,5.8,0.3,309.0,1007.2,59.5,10.8,50.3,4.3,3,10,2023-12-03T07:13:01,2023-12-03T16:54:15,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
charlottesville,2023-12-04,14.1,6.8,10.8,14.1,6.6,10.6,-1.2,43.8,0.0,0,0.0,,0.0,0.0,14.8,8.4,8.4,5.2,2.0,335.8,1011.0,5.8,16.0,78.8,6.8,5,10,2023-12-04T07:13:56,2023-12-04T16:54:08,0.73,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-05,10.5,0.4,6.2,10.5,-1.5,5.6,-0.5,63.0,0.802,100,12.5,rain,0.0,0.0,13.0,7.6,7.6,5.2,2.0,350.1,1016.3,37.4,16.0,75.0,6.5,4,10,2023-12-05T07:14:51,2023-12-05T16:54:04,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,obs
charlottesville,2023-12-06,9.1,3.6,5.6,7.9,3.2,4.9,-2.7,58.1,0.0,0,0.0,,0.0,0.0,39.8,11.1,11.1,5.5,2.0,340.2,1018.0,66.0,15.8,85.3,7.5,5,10,2023-12-06T07:15:44,2023-12-06T16:54:01,0.8,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-12-07,9.9,1.5,5.0,8.6,-1.3,3.3,-4.3,51.5,0.0,0,0.0,,0.0,0.0,35.3,12.0,12.0,8.3,2.8,224.2,1018.6,26.1,16.0,46.9,4.1,2,10,2023-12-07T07:16:36,2023-12-07T16:54:01,0.83,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-12-08,16.1,0.5,7.5,16.1,-1.1,7.3,-1.2,56.4,0.0,0,0.0,,0.0,0.0,25.9,8.7,8.7,4.7,1.1,1.1,1019.7,0.0,16.0,94.8,8.2,4,10,2023-12-08T07:17:27,2023-12-08T16:54:03,0.86,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-09,14.7,0.9,8.5,14.7,0.9,8.4,2.2,65.3,0.0,0,0.0,,0.0,0.0,20.5,11.2,11.2,5.4,2.8,280.2,1019.9,38.4,16.0,56.0,4.9,3,10,2023-12-09T07:18:17,2023-12-09T16:54:07,0.9,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-12-10,15.5,6.6,14.0,15.5,5.3,13.9,11.2,83.0,39.003,100,75.0,rain,0.0,0.0,40.7,12.2,12.2,6.3,0.9,197.6,1010.5,97.3,8.2,11.5,1.1,1,10,2023-12-10T07:19:06,2023-12-10T16:54:13,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
charlottesville,2023-12-11,8.6,0.9,5.0,7.4,-1.9,4.3,-2.7,59.4,6.034,100,29.17,rain,0.0,0.0,42.5,10.1,10.1,5.2,1.7,297.3,1017.1,52.0,15.4,100.4,8.8,5,10,2023-12-11T07:19:53,2023-12-11T16:54:22,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
charlottesville,2023-12-12,10.5,-0.9,4.1,10.5,-3.3,2.9,-5.2,52.3,0.0,0,0.0,,0.0,0.0,25.9,10.3,10.3,6.9,2.8,219.3,1030.2,0.0,16.0,102.3,8.9,4,10,2023-12-12T07:20:39,2023-12-12T16:54:32,0.0,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-13,14.2,3.9,8.5,14.2,3.9,8.1,-7.5,33.3,0.0,0,0.0,,0.0,0.0,25.9,10.3,10.3,5.5,2.0,274.6,1033.9,0.0,16.0,91.8,8.0,4,10,2023-12-13T07:21:24,2023-12-13T16:54:44,0.03,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-14,10.5,-3.1,3.9,10.5,-3.1,3.6,-9.0,40.5,0.0,0,0.0,,0.0,0.0,13.0,7.8,7.8,4.2,0.9,226.8,1038.0,0.0,16.0,96.9,8.4,4,10,2023-12-14T07:22:07,2023-12-14T16:54:59,0.06,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-15,17.6,-0.4,7.5,17.6,-2.0,7.1,-5.4,42.6,0.0,0,0.0,,0.0,0.0,13.0,6.5,6.5,4.8,2.9,282.0,1032.7,0.0,16.0,101.3,8.9,4,10,2023-12-15T07:22:49,2023-12-15T16:55:15,0.1,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-16,14.8,-0.3,7.0,14.8,-0.3,6.8,-2.4,53.8,0.0,0,0.0,,0.0,0.0,11.2,7.1,7.1,4.6,2.3,17.2,1030.2,0.0,16.0,92.2,8.0,4,10,2023-12-16T07:23:29,2023-12-16T16:55:34,0.13,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-17,11.4,4.8,8.0,11.4,3.2,7.0,4.6,79.7,33.797,100,45.83,rain,0.0,0.0,35.3,10.1,10.1,7.2,4.0,9.3,1015.9,82.7,11.8,14.0,1.3,1,10,2023-12-17T07:24:07,2023-12-17T16:55:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
charlottesville,2023-12-18,13.1,3.7,10.4,13.1,1.9,9.8,-0.2,49.5,1.12,100,8.33,rain,0.0,0.0,61.2,14.0,14.0,9.1,4.5,297.1,998.2,50.3,16.0,101.2,8.8,5,10,2023-12-18T07:24:44,2023-12-18T16:56:17,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,obs
charlottesville,2023-12-19,6.9,0.3,3.4,5.5,-0.4,2.0,-8.8,40.7,0.0,0,0.0,,0.0,0.0,32.6,9.2,9.2,6.6,2.3,306.3,1020.1,5.5,16.0,101.9,9.0,4,10,2023-12-19T07:25:19,2023-12-19T16:56:42,0.25,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-20,10.5,-3.7,2.7,10.5,-3.7,2.6,-9.3,44.5,0.0,0,0.0,,0.0,0.0,9.4,5.6,5.6,3.2,0.0,217.3,1030.5,0.0,16.0,95.5,8.3,4,10,2023-12-20T07:25:53,2023-12-20T16:57:08,0.28,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-21,10.9,-3.1,3.1,10.9,-3.1,2.6,-7.5,48.3,0.0,0,0.0,,0.0,0.0,13.0,8.7,8.7,4.3,0.0,7.9,1030.2,17.5,16.0,80.2,7.0,4,10,2023-12-21T07:26:25,2023-12-21T16:57:36,0.31,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-22,10.6,-1.4,4.2,10.6,-2.6,4.0,-5.3,52.1,0.0,0,0.0,,0.0,0.0,13.0,5.8,5.8,3.5,1.5,356.1,1029.5,13.2,16.0,73.9,6.3,4,10,2023-12-22T07:26:55,2023-12-22T16:58:07,0.35,Clear,Clear conditions throughout the day.,obs
charlottesville,2023-12-23,9.3,-1.3,4.0,9.3,-1.3,4.0,-1.8,66.3,0.0,0,0.0,,0.0,0.0,9.4,4.5,4.5,3.1,0.9,356.6,1029.2,25.6,16.0,63.5,5.5,3,10,2023-12-23T07:27:23,2023-12-23T16:58:39,0.38,Partially cloudy,Becoming cloudy in the afternoon.,obs
charlottesville,2023-12-24,11.3,1.0,5.8,11.3,1.0,5.7,1.6,74.9,0.0,0,0.0,,0.0,0.0,5.4,6.6,6.6,2.9,0.6,356.6,1028.2,75.9,15.6,53.6,4.7,4,10,2023-12-24T07:27:49,2023-12-24T16:59:13,0.42,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-12-25,13.2,1.0,6.7,13.2,-0.7,6.3,2.9,78.0,2.137,100,12.5,rain,0.0,0.0,13.0,7.2,7.2,4.7,3.1,11.5,1027.5,33.4,10.5,61.7,5.3,3,10,2023-12-25T07:28:14,2023-12-25T16:59:48,0.45,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,obs
charlottesville,2023-12-26,10.6,8.2,9.2,10.6,7.1,9.0,6.8,85.0,6.682,100,45.83,rain,0.0,0.0,25.9,7.3,7.3,4.7,2.7,27.8,1023.3,100.0,10.2,18.7,1.7,1,10,2023-12-26T07:28:36,2023-12-26T17:00:26,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
charlottesville,2023-12-27,12.7,9.8,11.0,12.7,9.1,10.8,9.1,88.3,10.982,100,75.0,rain,0.0,0.0,16.6,9.1,9.1,5.1,0.3,28.8,1012.4,100.0,3.3,20.6,1.8,1,10,2023-12-27T07:28:57,2023-12-27T17:01:05,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
charlottesville,2023-12-28,15.8,5.8,10.9,15.8,5.1,10.8,8.0,83.1,0.006,100,8.33,rain,0.0,0.0,14.8,7.9,7.9,3.3,0.0,204.9,1006.6,63.7,6.8,76.0,6.7,4,10,2023-12-28T07:29:15,2023-12-28T17:01:46,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
charlottesville,2023-12-29,9.6,3.3,6.3,9.6,3.3,6.0,2.2,75.9,0.114,100,8.33,rain,0.0,0.0,20.5,10.0,10.0,2.9,0.0,318.2,1007.4,82.1,15.1,37.7,3.3,2,10,2023-12-29T07:29:32,2023-12-29T17:02:28,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
charlottesville,2023-12-30,9.8,1.9,5.4,8.6,-0.6,4.1,-2.6,57.0,0.0,0,0.0,,0.0,0.0,25.9,14.0,14.0,6.5,0.4,236.7,1009.9,46.4,16.0,52.0,4.5,3,10,2023-12-30T07:29:47,2023-12-30T17:03:12,0.62,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2023-12-31,10.4,-1.3,4.9,10.4,-1.9,4.1,-2.9,58.4,0.0,0,0.0,,0.0,0.0,18.4,17.6,17.6,6.3,0.0,216.2,1015.7,29.8,16.0,93.7,8.0,5,10,2023-12-31T07:29:59,2023-12-31T17:03:57,0.65,Partially cloudy,Becoming cloudy in the afternoon.,obs
charlottesville,2024-01-01,7.1,2.7,5.0,6.1,0.4,4.0,-2.9,57.3,0.0,0,0.0,,0.0,0.0,27.7,9.6,9.6,5.6,0.6,303.6,1017.1,85.4,16.0,43.0,3.7,2,10,2024-01-01T07:30:10,2024-01-01T17:04:44,0.68,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2024-01-02,9.9,1.9,5.3,9.6,1.9,4.9,-4.8,49.0,0.0,0,0.0,,0.0,0.0,16.6,6.8,6.8,4.4,1.1,324.0,1020.2,9.1,16.0,102.3,8.9,4,10,2024-01-02T07:30:19,2024-01-02T17:05:33,0.72,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-03,7.8,-2.9,2.9,7.8,-2.9,2.7,-4.9,58.1,0.0,0,0.0,,0.0,0.0,13.0,6.8,6.8,4.0,0.9,340.5,1017.3,14.1,16.0,85.9,7.5,4,10,2024-01-03T07:30:25,2024-01-03T17:06:22,0.75,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-04,7.7,1.1,4.7,6.4,1.0,4.0,-5.3,48.9,0.632,100,4.17,rain,0.0,0.0,39.7,8.5,8.5,5.3,1.6,339.2,1018.6,61.3,16.0,28.6,2.4,2,10,2024-01-04T07:30:29,2024-01-04T17:07:14,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
charlottesville,2024-01-05,6.5,-6.0,0.7,5.2,-7.2,-0.4,-7.9,53.7,0.0,0,0.0,,0.0,0.0,16.6,8.3,8.3,5.5,1.7,194.2,1025.9,0.0,16.0,97.8,8.5,4,10,2024-01-05T07:30:32,2024-01-05T17:08:06,0.81,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-06,3.2,-0.2,1.5,3.2,-2.6,0.4,-2.6,74.9,24.331,100,50.0,"rain,snow",0.8,0.0,27.7,8.1,8.1,4.3,0.0,9.1,1012.3,73.3,10.7,9.5,1.0,1,10,2024-01-06T07:30:32,2024-01-06T17:08:59,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,obs
charlottesville,2024-01-07,11.5,-1.2,5.1,11.5,-5.0,4.1,-2.1,63.7,0.0,0,0.0,,0.0,0.0,33.5,11.2,11.2,6.5,0.0,283.9,1009.5,72.3,11.3,75.0,6.4,5,10,2024-01-07T07:30:30,2024-01-07T17:09:54,0.88,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2024-01-08,9.2,2.4,5.6,8.3,1.3,4.9,-4.2,49.9,0.0,0,0.0,,0.0,0.0,31.7,7.3,7.3,5.0,1.8,82.4,1027.7,12.8,16.0,106.1,9.1,4,10,2024-01-08T07:30:26,2024-01-08T17:10:50,0.91,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-09,11.7,2.2,5.8,11.7,-0.2,4.5,2.8,81.1,73.512,100,66.67,rain,0.0,0.0,48.2,19.1,19.1,8.5,2.1,348.9,1007.7,80.5,8.7,4.3,0.4,0,10,2024-01-09T07:30:20,2024-01-09T17:11:47,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
charlottesville,2024-01-10,10.4,2.6,7.6,10.4,0.7,5.2,-2.3,50.6,0.0,0,0.0,,0.0,0.0,41.0,18.9,18.9,14.2,6.4,232.9,998.9,54.7,16.0,85.0,7.2,4,10,2024-01-10T07:30:12,2024-01-10T17:12:45,0.97,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2024-01-11,13.7,0.8,6.6,13.7,-1.9,5.2,-3.5,50.7,0.0,0,0.0,,0.0,0.0,34.2,11.2,11.2,8.6,4.6,221.6,1012.5,0.6,16.0,108.3,9.2,5,10,2024-01-11T07:30:02,2024-01-11T17:13:44,0.0,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-12,11.4,-0.3,6.1,11.4,-2.0,5.0,-1.3,61.0,15.145,100,25.0,rain,0.0,0.0,35.3,11.2,11.2,7.3,3.7,52.9,1013.2,37.0,14.1,65.0,5.6,4,10,2024-01-12T07:29:50,2024-01-12T17:14:44,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,obs
charlottesville,2024-01-13,9.8,1.6,6.1,7.1,-1.6,3.7,-2.1,59.1,3.14,100,8.33,rain,0.0,0.0,46.3,21.4,21.4,12.8,3.7,243.6,1000.4,50.4,12.7,76.6,6.6,4,10,2024-01-13T07:29:36,2024-01-13T17:15:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
charlottesville,2024-01-14,9.8,-0.1,3.6,7.4,-4.1,1.1,-9.7,38.2,0.0,0,0.0,,0.0,0.0,55.3,21.7,21.7,11.6,4.0,244.9,1015.1,15.3,16.0,103.8,9.0,5,10,2024-01-14T07:29:19,2024-01-14T17:16:46,0.11,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-15,1.0,-2.3,-1.1,1.0,-4.2,-1.6,-6.8,68.1,6.796,100,50.0,"rain,snow",7.2,0.5,13.0,7.8,7.8,3.2,0.3,29.8,1021.9,100.0,7.9,21.9,1.8,1,10,2024-01-15T07:29:01,2024-01-15T17:17:48,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
charlottesville,2024-01-16,2.0,-6.4,-1.8,1.5,-9.5,-2.8,-7.9,65.7,1.267,100,41.67,"rain,snow",4.6,2.5,33.5,8.3,8.3,4.8,1.7,342.1,1013.2,59.8,14.7,32.3,2.8,2,10,2024-01-16T07:28:40,2024-01-16T17:18:51,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,obs
charlottesville,2024-01-17,-0.8,-9.1,-5.2,-4.3,-13.9,-8.8,-17.5,38.2,0.0,0,0.0,,0.0,0.4,31.7,16.1,16.1,9.5,4.0,221.0,1019.9,0.0,16.0,117.9,10.2,5,10,2024-01-17T07:28:18,2024-01-17T17:19:54,0.25,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-18,4.3,-6.0,-0.8,4.3,-10.2,-2.5,-12.4,41.8,0.0,0,0.0,,0.0,0.1,22.3,13.4,13.4,6.0,1.6,307.2,1019.8,25.0,16.0,77.2,6.7,5,10,2024-01-18T07:27:53,2024-01-18T17:20:59,0.25,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2024-01-19,3.1,-1.7,0.2,2.7,-4.2,-1.1,-7.3,59.4,1.516,100,29.17,"rain,snow",1.6,0.1,38.3,10.4,10.4,5.5,2.1,341.1,1011.3,75.6,12.4,32.8,2.8,2,10,2024-01-19T07:27:27,2024-01-19T17:22:03,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
charlottesville,2024-01-20,-1.3,-7.2,-3.7,-4.0,-10.6,-6.2,-16.4,37.1,0.0,0,0.0,,0.0,0.0,35.4,10.6,10.6,6.6,2.6,309.5,1021.9,27.4,16.0,102.9,8.9,5,10,2024-01-20T07:26:58,2024-01-20T17:23:09,0.32,Partially cloudy,Partly cloudy throughout the day.,obs
charlottesville,2024-01-21,2.6,-7.2,-2.8,2.0,-10.4,-4.8,-15.7,37.3,0.0,0,0.0,,0.0,0.1,33.5,7.8,7.8,5.6,0.9,318.9,1032.5,0.0,16.0,122.3,10.5,5,10,2024-01-21T07:26:28,2024-01-21T17:24:14,0.36,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-22,7.1,-8.6,-0.6,5.6,-11.8,-2.3,-11.6,44.5,0.0,0,0.0,,0.0,0.2,25.9,9.5,9.5,6.2,3.1,263.5,1034.8,0.0,16.0,114.2,9.9,5,10,2024-01-22T07:25:56,2024-01-22T17:25:20,0.39,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-23,12.1,-2.4,4.6,12.1,-4.2,3.8,-6.0,47.1,0.0,0,0.0,,0.0,0.0,16.6,11.9,11.9,4.9,2.0,282.0,1031.5,10.5,16.0,68.5,6.0,3,10,2024-01-23T07:25:21,2024-01-23T17:26:27,0.43,Clear,Clear conditions throughout the day.,obs
charlottesville,2024-01-24,10.9,5.0,7.7,10.9,4.6,7.6,4.3,79.5,1.821,100,25.0,rain,0.0,0.0,29.5,5.6,5.6,3.8,1.2,353.8,1028.6,92.2,8.8,30.2,2.6,1,10,2024-01-24T07:24:45,2024-01-24T17:27:34,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
charlottesville,2024-01-25,19.8,10.1,16.2,19.8,10.1,16.2,13.8,85.8,2.496,100,41.67,rain,0.0,0.0,27.7,14.0,14.0,8.9,4.8,210.8,1020.0,94.2,10.1,29.3,2.4,1,10,2024-01-25T07:24:07,2024-01-25T17:28:41,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
charlottesville,2024-01-26,26.4,15.2,20.6,26.4,15.2,20.6,12.9,64.9,0.579,100,25.0,rain,0.0,0.0,32.8,12.0,12.0,7.6,2.1,223.1,1015.7,38.5,14.5,117.1,10.0,6,10,2024-01-26T07:23:27,2024-01-26T17:29:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
charlottesville,2024-01-27,17.7,7.5,13.1,17.7,7.5,13.1,7.0,67.6,7.672,100,20.83,rain,0.0,0.0,27.7,11.2,11.2,5.0,0.6,34.9,1019.6,46.3,15.4,66.6,5.8,3,10,2024-01-27T07:22:46,2024-01-27T17:30:55,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,obs
charlottesville,2024-01-28,9.9,6.6,7.8,9.1,5.2,7.2,5.2,83.7,32.248,100,70.83,rain,0.0,0.0,31.3,9.2,9.2,4.4,0.0,41.6,1007.1,100.0,12.7,28.8,2.5,2,10,2024-01-28T07:22:02,2024-01-28T17:32:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
charlottesville,2024-01-29,12.6,3.9,8.3,12.6,3.9,8.1,-1.4,51.8,0.004,100,4.17,rain,0.0,0.0,35.3,9.5,9.5,5.1,2.0,339.6,1013.2,24.4,16.0,126.7,11.2,5,10,2024-01-29T07:21:17,2024-01-29T17:33:11,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
