name,address,resolvedAddress,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-07-29,35.5,21.9,28.7,42.9,21.9,31.2,20.8,64.2,0.002,100,4.17,rain,0,0,35.8,11,11,5.8,0.1,229.2,1012.8,11.4,16,267,23.1,8,60,2023-07-29T06:14:12,2023-07-29T20:26:12,0.4,Rain,Clear conditions throughout the day with morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-07-30,30.4,23.1,26.4,30.9,23.1,26.5,17.6,59.7,0,0,0,,0,0,20.5,2.9,2.9,1.3,0,85.6,1014.2,23.4,16,237.2,20.7,7,10,2023-07-30T06:15:02,2023-07-30T20:25:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-07-31,29.8,19.2,24.7,30.2,19.2,24.9,16.8,63,0,0,0,,0,0,14.8,5.8,5.8,3.3,0,17.5,1015.6,44.7,16,226.9,19.5,9,10,2023-07-31T06:15:52,2023-07-31T20:24:20,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-01,28.1,16,22.3,27.8,16,22.2,14.2,62.6,0,0,0,,0,0,14.8,5.7,5.7,3.2,0.9,16.5,1020.4,7.3,16,215.1,18.6,7,10,2023-08-01T06:16:43,2023-08-01T20:23:22,0.5,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-02,28.2,15.4,22.1,28.4,15.4,22.1,15.3,67.5,0,0,0,,0,0,13,4.7,4.7,2.3,0.9,178.6,1022.1,8,15.7,231.5,19.9,8,10,2023-08-02T06:17:34,2023-08-02T20:22:22,0.53,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-03,24.8,18.2,20.7,24.8,18.2,20.7,17.3,81.3,13.376,100,37.5,rain,0,0,37.8,8.5,8.5,3.8,0,179.8,1018.2,76.3,11.4,57.5,5,3,10,2023-08-03T06:18:25,2023-08-03T20:21:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-04,28.2,19.2,22.7,29.9,19.2,23.1,18.6,78.6,1.031,100,20.83,rain,0,0,14.8,4,4,2.2,0.6,106.2,1014.1,83.5,10.6,186.3,16,8,10,2023-08-04T06:19:17,2023-08-04T20:20:19,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-05,31.5,19.7,25.6,33.1,19.7,26.1,18.7,68.5,0,0,0,,0,0,13,5.5,5.5,2.6,0.6,24.2,1014.6,31.6,13.1,222.7,19.2,8,10,2023-08-05T06:20:08,2023-08-05T20:19:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-06,29.3,21,24.2,32.6,21,24.6,20.6,80.8,8.965,100,25,rain,0,0,37.5,6.7,6.7,3.4,1.1,196.3,1014.9,75.2,14.7,93.9,8.1,4,30,2023-08-06T06:21:00,2023-08-06T20:18:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-07,31.5,22.7,25.7,36,22.7,27,21.9,80.2,6.751,100,25,rain,0,0,46.8,10.1,10.1,7.2,3.5,201.5,1009.8,66.4,14.6,199,17,7,60,2023-08-07T06:21:52,2023-08-07T20:17:04,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-08,30.5,22.1,25.6,29.8,22.1,25.5,16.1,58.1,0,0,0,,0,0,27.7,9.6,9.6,5.3,1.4,276.7,1009.1,3.2,15.9,275.6,23.9,9,10,2023-08-08T06:22:44,2023-08-08T20:15:56,0.75,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-09,30.9,19.8,24.9,31.7,19.8,25.2,16.5,60.3,0,0,0,,0,0,18.4,10.5,10.5,4.7,1.2,222.5,1011.3,29.6,16,221.8,19.2,8,10,2023-08-09T06:23:36,2023-08-09T20:14:47,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-10,28.6,22,24.8,30.4,22,25.2,19.1,71.1,0.159,100,4.17,rain,0,0,33.5,8.8,8.8,3.4,0,210.3,1006.6,55.8,16,124.6,10.7,4,10,2023-08-10T06:24:28,2023-08-10T20:13:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-11,31,20.4,25.4,32,20.4,25.7,17,60.7,0,0,0,,0,0,14.8,4.4,4.4,1.7,0.1,199.3,1010.8,7,16,245.2,21.2,8,10,2023-08-11T06:25:20,2023-08-11T20:12:26,0.84,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-12,33.6,19.8,27,36,19.8,27.9,19.6,66.5,0,0,0,,0,0,27.7,9,9,2.8,0,214.1,1012,3.5,15.4,252.7,21.9,8,30,2023-08-12T06:26:12,2023-08-12T20:11:13,0.87,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-13,35.4,24.1,29.6,37.1,24.1,30.6,19.5,57,0,0,0,,0,0,22.3,9.1,9.1,6.2,3,274.4,1012.9,19.8,16,247.4,21.5,9,30,2023-08-13T06:27:05,2023-08-13T20:10:00,0.91,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-14,31.5,21.5,26.7,36.2,21.5,28.7,20.1,67.5,1.117,100,12.5,rain,0,0,33.5,11.6,11.6,5.2,0.3,219.4,1013.3,33.7,16,178.3,15.4,7,30,2023-08-14T06:27:57,2023-08-14T20:08:45,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-15,33,24.3,28.2,36.7,24.3,30,21.2,66.9,2.346,100,16.67,rain,0,0,29.5,12.1,12.1,5.9,0.1,208.5,1008.7,26.3,15.4,183.7,15.7,6,30,2023-08-15T06:28:49,2023-08-15T20:07:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-16,30.4,20.4,25.4,30.5,20.4,25.5,16.3,58.6,0,0,0,,0,0,14.8,2.9,2.9,0.8,0,253.8,1013,58.6,15.9,252.9,21.8,9,10,2023-08-16T06:29:41,2023-08-16T20:06:13,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-17,32,18.6,25.5,33.4,18.6,26.2,18.8,68.6,0,0,0,,0,0,27.7,4.1,4.1,1.3,0,194.1,1011.9,26.5,15.7,234,20,8,30,2023-08-17T06:30:34,2023-08-17T20:04:55,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-18,32.5,22.4,26.5,31.1,22.4,26,14.3,51.2,0,0,0,,0,0,27.7,2.9,2.9,1.4,0,306.7,1009.9,20.3,16,249,21.5,10,30,2023-08-18T06:31:26,2023-08-18T20:03:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-19,28.7,14.6,22.3,28,14.6,22.2,11.7,52.7,0,0,0,,0,0,14.8,2.9,2.9,1,0,235.2,1017.8,0,16,256.9,22.2,8,10,2023-08-19T06:32:18,2023-08-19T20:02:17,0.11,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-20,32.7,14.7,23.9,33.2,14.7,24.1,15.5,62.7,0,0,0,,0,0,18.4,6.9,6.9,2.2,0,212.9,1019.6,0,15.8,255.3,21.9,8,10,2023-08-20T06:33:10,2023-08-20T20:00:56,0.15,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-21,33.6,19.2,26.6,34.6,19.2,27.1,18.3,63.6,0,0,0,,0,0,13,7.6,7.6,3.1,0.6,349,1018.8,0.1,15.9,189,16.3,7,10,2023-08-21T06:34:02,2023-08-21T19:59:35,0.18,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-22,31,22,26,31.6,22,26.1,16.7,60,0,0,0,,0,0,35.3,9.8,9.8,5.1,1.1,49.7,1017.8,12,15.6,227.7,19.6,8,10,2023-08-22T06:34:54,2023-08-22T19:58:12,0.21,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-23,29.4,14.8,22.7,28.4,14.8,22.5,11.8,53,0,0,0,,0,0,13,6.8,6.8,3.9,2.3,42.5,1019.4,2.5,16,240.4,20.7,8,10,2023-08-23T06:35:46,2023-08-23T19:56:49,0.25,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-24,29.9,19.3,24.2,30.9,19.3,24.6,17.2,65.5,0,0,0,,0,0,22.3,6.7,6.7,3.9,1.7,172.2,1015.2,20.3,16,137.4,12,6,10,2023-08-24T06:36:38,2023-08-24T19:55:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-25,36.2,22.7,28,39.7,22.7,29.3,20.6,67.1,0.099,100,12.5,rain,0,0,29.5,9.8,9.8,5.5,1.1,214.4,1011.2,33,15.9,203.3,17.7,9,30,2023-08-25T06:37:30,2023-08-25T19:54:01,0.32,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-26,34.2,22.6,28.4,35.8,22.6,29.3,19.8,62.3,26.975,100,8.33,rain,0,0,13,5.7,5.7,3.1,1.1,13.5,1010.4,22.1,16,207.5,18,8,10,2023-08-26T06:38:21,2023-08-26T19:52:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-27,29.8,23.1,25.6,32.1,23.1,26.3,20.4,73.6,42.864,100,16.67,rain,0,0,14.8,7.2,7.2,4,1,100.9,1012.1,78.3,15.9,95.8,8.4,4,10,2023-08-27T06:39:13,2023-08-27T19:51:09,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-28,26.5,22.7,24.2,26.5,22.7,24.2,20.2,78.7,1.89,100,25,rain,0,0,16.6,7.8,7.8,4.5,1.2,43.2,1013.9,88.6,14.8,87.5,7.6,4,10,2023-08-28T06:40:05,2023-08-28T19:49:43,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-29,27.8,22.1,24.7,29.8,22.1,25.2,20.6,78.3,0.165,100,8.33,rain,0,0,14.8,3.8,3.8,2.1,0,16.3,1012.5,94.8,15.1,71.5,6.2,3,30,2023-08-29T06:40:56,2023-08-29T19:48:15,0.45,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-30,32.5,22.2,26,31.8,22.2,26.1,18.5,66.5,1.098,100,16.67,rain,0,0,29.5,6,6,2.9,0.1,2,1008.4,52.3,14,160,13.7,7,10,2023-08-30T06:41:48,2023-08-30T19:46:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-08-31,29.1,18,23.1,27.8,18,22.8,10.5,47.3,0,0,0,,0,0,38,11.2,11.2,6.5,2.6,28.6,1013.3,1,16,241.8,20.9,9,10,2023-08-31T06:42:39,2023-08-31T19:45:19,0.52,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-01,28.1,13.4,20.7,27.4,13.4,20.6,10.6,55.4,0,0,0,,0,0,13,5.7,5.7,3.6,1.9,34.9,1023.6,0,16,251.6,21.8,8,10,2023-09-01T06:43:31,2023-09-01T19:43:49,0.55,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-02,30.5,13.2,21.9,30.4,13.2,21.9,14.4,65.4,0,0,0,,0,0,14.8,6.5,6.5,4.2,1.5,194.5,1022,0,16,243.5,21.1,8,10,2023-09-02T06:44:22,2023-09-02T19:42:20,0.59,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-03,34.8,17.6,26.1,36.6,17.6,26.7,17.5,62.7,0,0,0,,0,0,29.5,9.4,9.4,4.4,0,225.6,1016.5,0.3,16,228.9,19.8,8,10,2023-09-03T06:45:13,2023-09-03T19:40:50,0.62,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-04,36.5,20.3,28.2,37.5,20.3,29,18.5,59.7,0,0,0,,0,0,18.4,7.7,7.7,3.6,0.9,279.2,1014.3,0,16,228.2,19.8,7,30,2023-09-04T06:46:05,2023-09-04T19:39:19,0.65,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-05,36,21.4,29.1,38,21.4,30.2,19.3,58.5,0,0,0,,0,0,11.2,5,5,3.3,1.7,338.2,1014.8,0,16,230.1,19.8,7,60,2023-09-05T06:46:56,2023-09-05T19:37:48,0.69,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-06,36.5,22.6,29.1,39,22.6,30.9,20.6,62.7,0,0,0,,0,0,11.2,6.2,6.2,3.9,1.7,260.1,1012.4,1.4,15.9,225.7,19.5,7,75,2023-09-06T06:47:47,2023-09-06T19:36:16,0.75,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-07,35.8,22,28.8,37.8,22,29.4,19.3,60.5,0,0,0,,0,0,40.7,10.7,10.7,5.1,0.3,240.7,1009,4.9,15.3,236.6,20.3,8,60,2023-09-07T06:48:38,2023-09-07T19:34:45,0.75,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-08,33.1,21.5,26.7,35.5,21.5,27.6,19,64.3,1.295,100,12.5,rain,0,0,54.7,8.1,8.1,4.6,0.5,126.1,1012.5,22.9,15.5,200,17.2,7,30,2023-09-08T06:49:29,2023-09-08T19:33:12,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-09,29.9,19.2,23.4,32.4,19.2,23.8,18.8,76.7,1.221,100,16.67,rain,0,0,43.6,14,14,4.8,0.3,346.3,1017.3,32.8,13.7,169.3,14.5,7,30,2023-09-09T06:50:20,2023-09-09T19:31:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-10,28.6,19.8,23,30,19.8,23,19.1,79.8,9.103,100,29.17,rain,0,0,31.7,5.7,5.7,2.1,0,10.9,1017.4,75.2,13.7,137.6,11.8,6,30,2023-09-10T06:51:12,2023-09-10T19:30:07,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-11,30.4,18.8,24,30.5,18.8,24.3,18.2,72.2,1.232,100,12.5,rain,0,0,9.4,6.3,6.3,2.5,0.1,312.3,1016.5,52.3,15.7,144.4,12.5,6,30,2023-09-11T06:52:03,2023-09-11T19:28:34,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-12,30.5,18.2,24.3,32,18.2,24.7,18,70.2,0,0,0,,0,0,16.6,10.9,10.9,4.4,0,204.1,1015.3,23.6,14.8,178.9,15.4,7,10,2023-09-12T06:52:54,2023-09-12T19:27:00,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-13,28.6,19.2,23.3,28.5,19.2,23.2,16.8,69.6,1.21,100,12.5,rain,0,0,27.7,9.7,9.7,3.8,0.6,352.4,1014.2,46,15.3,201.3,17.3,9,10,2023-09-13T06:53:45,2023-09-13T19:25:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-14,27.6,15.5,20.7,26.9,15.5,20.7,12.4,62.8,0,0,0,,0,0,31.7,7.9,7.9,4.6,1.6,23.9,1017.7,34.5,12.2,211.6,18.4,7,10,2023-09-14T06:54:36,2023-09-14T19:23:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-15,26.4,11.7,18.6,26.4,11.7,18.6,8.3,55,0,0,0,,0,0,43.3,9,9,5,2.6,357.2,1018.7,0,16,229.9,19.8,8,10,2023-09-15T06:55:28,2023-09-15T19:22:19,0.02,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-16,28.2,10.9,19.5,27.6,10.9,19.4,11,61,0,0,0,,0,0,14.8,6.6,6.6,3.6,1.7,3,1016.5,0,16,225.8,19.6,7,10,2023-09-16T06:56:19,2023-09-16T19:20:45,0.06,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-17,21.6,15.9,18,21.6,15.9,18,14.7,81.2,1.906,100,45.83,rain,0,0,40.3,16.8,16.8,5.4,1.1,207.5,1012.5,72.7,15.2,41.3,3.4,1,10,2023-09-17T06:57:10,2023-09-17T19:19:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-18,26.4,15,20.2,26.4,15,20.2,12.3,64.2,0,0,0,,0,0,29.5,8.7,8.7,4.4,1,333.8,1010.9,49.1,14.2,203,17.5,8,10,2023-09-18T06:58:02,2023-09-18T19:17:37,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-19,27,12.6,19.8,26.6,12.6,19.8,10.9,59.3,0,0,0,,0,0,14.8,6.3,6.3,4,1.7,297,1017.2,23.7,16,199.2,17.3,8,10,2023-09-19T06:58:53,2023-09-19T19:16:03,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-20,27.6,12.6,20.2,27.2,12.6,20.1,11.5,60,0,0,0,,0,0,9.4,6.2,6.2,4.3,2,14.2,1021.1,33.8,16,202.7,17.6,7,10,2023-09-20T06:59:45,2023-09-20T19:14:28,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-21,26.6,15.3,20.9,26.6,15.3,20.9,12.2,60,0,0,0,,0,0,13,6.4,6.4,4.5,1.7,15.6,1023.4,23.6,16,175.9,15.1,7,10,2023-09-21T07:00:37,2023-09-21T19:12:54,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-22,24.1,13.2,18.4,24.1,13.2,18.4,11,63.5,0.64,100,8.33,rain,0,0,37.1,10.6,10.6,7.5,2.7,28.8,1022.8,41.9,16,149,12.8,7,10,2023-09-22T07:01:28,2023-09-22T19:11:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-23,17.5,13.3,15.9,17.5,13.3,15.9,12.7,81.6,51.392,100,100,rain,0,0,55,16.1,16.1,13.1,6.5,13.9,1012,99.2,11.7,17.1,1.5,1,10,2023-09-23T07:02:20,2023-09-23T19:09:46,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-24,23.2,16,19.5,23.2,16,19.5,14.7,74.8,4.447,100,33.33,rain,0,0,35.3,11.6,11.6,3,0,342.7,1011.1,99.8,14.4,109.2,9.6,4,10,2023-09-24T07:03:13,2023-09-24T19:08:12,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-25,23.1,18.6,20.6,23.1,18.6,20.6,14.8,69.9,0.316,100,4.17,rain,0,0,16.6,4.5,4.5,2.4,0,23.2,1016.7,95.7,15.9,89.9,7.8,5,10,2023-09-25T07:04:05,2023-09-25T19:06:38,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-26,18.6,16,17.1,18.6,16,17.1,13.7,80.6,0.416,100,20.83,rain,0,0,20.5,7.1,7.1,5.3,1.4,37.8,1023.9,100,14.2,50.8,4.6,2,10,2023-09-26T07:04:57,2023-09-26T19:05:04,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-27,19.7,14.9,16.6,19.7,14.9,16.6,12.5,77.1,0.216,100,8.33,rain,0,0,16.6,6.9,6.9,3.8,1.4,38.6,1024.7,99.3,13,65.2,5.5,3,10,2023-09-27T07:05:50,2023-09-27T19:03:31,0.44,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-28,23.1,11.5,17.1,23.1,11.5,17.1,11.4,71.1,0,0,0,,0,0,16.6,7.4,7.4,4,0.9,37.3,1022.1,41,15.7,182.7,15.9,7,10,2023-09-28T07:06:43,2023-09-28T19:01:57,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-29,25.9,17.6,20.1,25.9,17.6,20.1,15.2,74,0,0,0,,0,0,18.4,5.7,5.7,4.2,1.6,32.9,1019.7,62.9,15.9,160.7,13.9,7,10,2023-09-29T07:07:36,2023-09-29T19:00:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-09-30,24.8,14.3,19.5,24.8,14.3,19.5,14.4,73.5,0,0,0,,0,0,25.9,5.5,5.5,2.6,0,5.7,1021.5,43.3,15.2,129.6,11.1,6,10,2023-09-30T07:08:29,2023-09-30T18:58:51,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-01,28,13.6,20.3,27.7,13.6,20.3,13.7,68.9,0,0,0,,0,0,31.7,9.3,9.3,4,1.1,23.5,1023.3,0.6,15.9,173.1,14.9,7,10,2023-10-01T07:09:22,2023-10-01T18:57:19,0.57,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-02,28.6,14.2,20.8,28.5,14.2,20.8,14.3,69.3,0,0,0,,0,0,16.6,5.6,5.6,3.1,0.6,10,1022.6,0.2,16,185.9,16,7,10,2023-10-02T07:10:16,2023-10-02T18:55:47,0.61,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-03,28.6,14.8,21.3,28.2,14.8,21.3,14.8,69.1,0,0,0,,0,0,11.2,5.7,5.7,2.9,0.3,15.4,1021.9,6.8,15.5,189.4,16.4,7,10,2023-10-03T07:11:10,2023-10-03T18:54:15,0.64,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-04,28.2,13.7,20.6,27.9,13.7,20.6,14,69.1,0,0,0,,0,0,11.2,6,6,2.6,0,64.9,1021.9,1.1,15.3,186.8,16,7,10,2023-10-04T07:12:04,2023-10-04T18:52:44,0.67,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-05,25.4,13.1,19.1,25.4,13.1,19.1,14.4,75.4,0,0,0,,0,0,25.9,6.1,6.1,2.7,0.3,29.8,1021,42.7,14.8,133.6,11.4,6,10,2023-10-05T07:12:58,2023-10-05T18:51:13,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-06,27,16,20.7,27.6,16,20.8,16.2,76.5,0,0,0,,0,0,11.2,4.5,4.5,2.3,0,303.3,1014.5,26.8,15.6,121.7,10.5,5,10,2023-10-06T07:13:53,2023-10-06T18:49:42,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-07,20.9,11.4,17.4,20.9,11.4,17.4,8.5,59.7,4.45,100,37.5,rain,0,0,37.1,11,11,5.8,0.6,320.6,1010.3,46,15,156,13.3,7,10,2023-10-07T07:14:48,2023-10-07T18:48:12,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-10-08,15.5,9,11.9,15.5,7.6,11.6,1.5,50.2,0,0,0,,0,0,35.3,10.5,10.5,7.9,3,303.3,1010.4,20.7,16,109.9,9.4,5,10,2023-10-08T07:15:43,2023-10-08T18:46:43,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
